"min_weight","validation","test"
0.0,0.03994264599592602,0.06934976109187459
0.1,0.15792984345020217,0.16451007180141158
0.2,0.185678813917494,0.17303268219349793
0.3,0.21516897442403446,0.16997325330705454
0.4,0.23860631356460266,0.1875986490399978
0.5,0.28296279905468136,0.22634594233823302
