Address,Lat,Lon
419 JURONG WEST ST 42,1.3509993,103.7271779
420 JURONG WEST ST 42,1.3506151,103.7271729
426 JURONG WEST AVE 1,1.3516514,103.7247117
199 BOON LAY DR,1.3436301,103.7143687
405 JURONG WEST ST 42,1.354268,103.721405
470 JURONG WEST ST 41,1.3481313,103.7211881
104 TAMPINES ST 11,1.3472491,103.9465762
207 TAMPINES ST 21,1.3513521,103.9521514
814 TAMPINES ST 81,1.3472705,103.9366504
283 TAMPINES ST 22,1.3487122,103.9529673
297 TAMPINES ST 22,1.3511903,103.9547804
212 TAMPINES ST 23,1.3544148,103.9541458
218 TAMPINES ST 24,1.3544243,103.952514
221 TAMPINES ST 24,1.3551574,103.9523327
450 TAMPINES ST 42,1.3577202,103.9519726
848 TAMPINES ST 82,1.3525141,103.9359708
228 TAMPINES ST 23,1.3555834,103.9545991
831 TAMPINES ST 83,1.3501379,103.9344749
103 TAMPINES ST 11,1.3476541,103.9461683
109 TAMPINES ST 11,1.3474197,103.9487065
281 TAMPINES ST 22,1.3471784,103.9524233
273 TAMPINES ST 22,1.3487271,103.9504289
240 TAMPINES ST 21,1.3549489,103.9471983
916 TAMPINES ST 91,1.3491524,103.9402762
902 TAMPINES AVE 4,1.3512821,103.9390978
921 TAMPINES ST 91,1.3481245,103.94082
934 TAMPINES ST 91,1.3452736,103.9401855
268 TAMPINES ST 21,1.3514326,103.9477774
805 TAMPINES AVE 4,1.3460946,103.9374662
833 TAMPINES ST 83,1.3506529,103.9340217
804 TAMPINES AVE 4,1.3457286,103.9374662
114 TAMPINES ST 11,1.345967,103.9468029
162 TAMPINES ST 12,1.3499173,103.9471655
903 TAMPINES AVE 4,1.3509856,103.9397323
932 TAMPINES ST 91,1.3455706,103.9394604
151 TAMPINES ST 12,1.3514004,103.9439021
147 TAMPINES AVE 5,1.3493575,103.9421007
51 LOR 6 TOA PAYOH,1.3377525,103.8524876
109 LOR 1 TOA PAYOH,1.3412056,103.8463986
117 LOR 1 TOA PAYOH,1.340041,103.845221
96 LOR 3 TOA PAYOH,1.33864,103.8483004
38 LOR 5 TOA PAYOH,1.335372,103.855095
125 LOR 1 TOA PAYOH,1.3383213,103.8458101
8 LOR 7 TOA PAYOH,1.3377589,103.8567617
79 TOA PAYOH CTRL,1.3348507,103.8491688
157 LOR 1 TOA PAYOH,1.3322871,103.8454896
85C LOR 4 TOA PAYOH,1.3363082,103.8477195
174 LOR 1 TOA PAYOH,1.3306876,103.8418707
195 KIM KEAT AVE,1.3305218,103.8588934
137 POTONG PASIR AVE 3,1.3337978,103.8660365
105 POTONG PASIR AVE 1,1.3344885,103.8687748
108 POTONG PASIR AVE 1,1.3350245,103.8678461
115 POTONG PASIR AVE 1,1.3373096,103.862802
116 POTONG PASIR AVE 1,1.3367982,103.8626208
66 LOR 4 TOA PAYOH,1.3350292,103.8517446
222 LOR 8 TOA PAYOH,1.3417912,103.8559329
219 LOR 8 TOA PAYOH,1.3427803,103.8557971
175 LOR 2 TOA PAYOH,1.3333685,103.8471233
114 POTONG PASIR AVE 1,1.3367894,103.8632483
11 JOO SENG RD,1.3350731,103.880717
10 JOO SENG RD,1.3346693,103.8802009
223 LOR 8 TOA PAYOH,1.3413048,103.8555498
230 LOR 8 TOA PAYOH,1.3382841,103.8593501
130 POTONG PASIR AVE 1,1.3344341,103.8655132
17 MARSILING LANE,1.4426402,103.7777532
30 MARSILING DR,1.4425639,103.7722757
23 MARSILING DR,1.4414733,103.7733134
32 MARSILING DR,1.443378,103.7727924
145 WOODLANDS ST 13,1.4360984,103.7731811
155 WOODLANDS ST 13,1.434702,103.7746089
33 MARSILING DR,1.4435487,103.7720354
37 MARSILING DR,1.4455275,103.7717713
178 BT BATOK WEST AVE 8,1.3460577,103.7425409
179 BT BATOK WEST AVE 8,1.3457669,103.7421789
217 BT BATOK ST 21,1.3467942,103.7545801
231 BT BATOK EAST AVE 5,1.3491948,103.7542864
112 BT BATOK WEST AVE 6,1.3483128,103.7452569
211 BT BATOK ST 21,1.3464092,103.7503854
251 BT BATOK EAST AVE 5,1.3507399,103.7575494
313 BT BATOK ST 32,1.360238,103.7471543
303 BT BATOK ST 31,1.3570524,103.7475805
202 BT BATOK ST 21,1.3466128,103.748447
48 MOH GUAN TER,1.2839965,103.8310614
28 TELOK BLANGAH RISE,1.2739914,103.8209274
136 JLN BT MERAH,1.2784166,103.8276128
129 BT MERAH VIEW,1.2836829,103.8240354
6 TELOK BLANGAH CRES,1.2782254,103.8185015
1 TELOK BLANGAH CRES,1.2795459,103.8179657
21 TELOK BLANGAH CRES,1.2766836,103.8208603
64 TELOK BLANGAH DR,1.2745397,103.8107131
145 JLN BT MERAH,1.2774094,103.8305384
144 JLN BT MERAH,1.2773581,103.8300039
148 SILAT AVE,1.2769877,103.8309096
105 BT PURMEI RD,1.2725678,103.8248421
10 REDHILL CL,1.2850222,103.8161233
46 JLN BT HO SWEE,1.2882996,103.8261691
34 JLN BT HO SWEE,1.2881222,103.827015
4 JLN BT HO SWEE,1.2874406,103.8312719
18 TIONG BAHRU RD,1.2857514,103.8326305
40 TELOK BLANGAH RISE,1.2722113,103.8232113
110 BT MERAH VIEW,1.2874113,103.822959
61 TELOK BLANGAH HTS,1.2757812,103.8120747
22 KG BAHRU HILL,Nil,Nil
102 HENDERSON CRES,1.2904366,103.8217393
5 EVERTON PK,1.276695,103.8394141
114 DEPOT RD,1.281827,103.8068338
39 TELOK BLANGAH RISE,1.2718493,103.8225772
106 SPOTTISWOODE PK RD,1.2736078,103.8340797
331 CLEMENTI AVE 2,1.3141462,103.7681748
319 CLEMENTI AVE 4,1.3174403,103.7648068
304 CLEMENTI AVE 4,1.320917,103.7648521
519 WEST COAST RD,1.3076633,103.7594657
714 CLEMENTI WEST ST 2,1.3041378,103.7618194
317 CLEMENTI AVE 4,1.3180469,103.7644952
730 CLEMENTI WEST ST 2,1.3047887,103.7631773
708 CLEMENTI WEST ST 2,1.3057461,103.762091
715 CLEMENTI WEST ST 2,1.3031124,103.7620004
338 CLEMENTI AVE 2,1.3163094,103.7695424
604 CLEMENTI WEST ST 1,1.3054231,103.7675227
203 CLEMENTI AVE 6,1.3207667,103.7622947
513 JURONG WEST ST 52,1.3475057,103.7200051
438 JURONG WEST AVE 1,1.3513848,103.7236936
464 JURONG WEST ST 41,1.3503493,103.7223585
459 JURONG WEST ST 41,1.3503713,103.7209444
521 JURONG WEST ST 52,1.3466422,103.71729
216 BOON LAY AVE,1.3498631,103.7111704
518 JURONG WEST ST 52,1.345173,103.7180135
510 JURONG WEST ST 52,1.348454,103.7195625
413 JURONG WEST ST 42,1.3533305,103.7251608
411 JURONG WEST ST 42,1.3537701,103.7251608
432 JURONG WEST ST 42,1.3525323,103.7238032
540 JURONG WEST AVE 1,1.3506837,103.7153883
428 JURONG WEST AVE 1,1.3516459,103.7253452
488 JURONG WEST AVE 1,1.3491729,103.7262726
478 JURONG WEST ST 41,1.3473363,103.723987
418 JURONG WEST ST 42,1.3511241,103.7264631
417 JURONG WEST ST 42,1.3513474,103.7271553
422 JURONG WEST ST 42,1.3506927,103.7263407
461 JURONG WEST ST 41,1.3496255,103.7208199
468 JURONG WEST ST 41,1.3486019,103.7204578
555 JURONG WEST ST 42,1.3536611,103.7186447
443 JURONG WEST AVE 1,1.3518113,103.7203706
427 JURONG WEST AVE 1,1.3514301,103.7255263
408 JURONG WEST ST 42,1.3547597,103.7226103
409 JURONG WEST ST 42,1.3540606,103.7256133
556 JURONG WEST ST 42,1.3535931,103.7177397
205 TAMPINES ST 21,1.3517191,103.9519701
907 TAMPINES AVE 4,1.3506585,103.9393244
108 TAMPINES ST 11,1.3478594,103.9486159
282 TAMPINES ST 22,1.3477639,103.9524233
144 TAMPINES ST 12,1.3483959,103.9436804
243 TAMPINES ST 21,1.354673,103.947203
249 TAMPINES ST 21,1.3518862,103.9484346
421 TAMPINES ST 41,1.3575283,103.9475281
246 TAMPINES ST 21,1.35308,103.947304
292 TAMPINES ST 22,1.3501597,103.9557776
445 TAMPINES ST 42,1.3581696,103.9505196
935 TAMPINES ST 91,1.3456164,103.941024
263 TAMPINES ST 21,1.3532622,103.9509729
280 TAMPINES ST 22,1.3475421,103.9516746
145 TAMPINES ST 12,1.3487924,103.9437377
164 TAMPINES ST 12,1.3494388,103.9469763
259 TAMPINES ST 21,1.3550981,103.9499757
222 TAMPINES ST 24,1.3555213,103.9526953
933 TAMPINES ST 91,1.3452821,103.9387352
418 TAMPINES ST 41,1.3583149,103.9475961
446 TAMPINES ST 42,1.3579473,103.9509729
242 TAMPINES ST 21,1.354036,103.946633
233 TAMPINES ST 21,1.3564307,103.9474374
210 TAMPINES ST 23,1.3540482,103.9542364
229 TAMPINES ST 23,1.3559531,103.9539645
926 TAMPINES ST 91,1.3458565,103.9406388
922 TAMPINES ST 91,1.3474662,103.9407294
156 TAMPINES ST 12,1.3516141,103.9448992
235 LOR 8 TOA PAYOH,1.3388771,103.8571788
234 LOR 8 TOA PAYOH,1.3385795,103.8579902
233 LOR 8 TOA PAYOH,1.3382109,103.8584432
111 LOR 1 TOA PAYOH,1.341302,103.8455607
123 LOR 1 TOA PAYOH,1.3386519,103.8456788
4 LOR 7 TOA PAYOH,1.3391094,103.8558209
178 TOA PAYOH CTRL,1.3335739,103.8492063
199 TOA PAYOH NTH,1.3419864,103.8506561
205 TOA PAYOH NTH,1.3421469,103.8482108
103 POTONG PASIR AVE 1,1.3341247,103.869496
113 POTONG PASIR AVE 1,1.3362015,103.863436
57 LOR 5 TOA PAYOH,1.3370759,103.8512964
221 LOR 8 TOA PAYOH,1.3426271,103.8569747
183 TOA PAYOH CTRL,1.3333603,103.8488455
191 LOR 4 TOA PAYOH,1.3318823,103.8510185
204 TOA PAYOH NTH,1.3414833,103.8490256
213 LOR 8 TOA PAYOH,1.3410285,103.854417
145 POTONG PASIR AVE 2,1.3323852,103.8660583
138 POTONG PASIR AVE 3,1.3335439,103.8654029
16 JOO SENG RD,1.3368564,103.8802134
229 LOR 8 TOA PAYOH,1.3387228,103.8591683
216 LOR 8 TOA PAYOH,1.3424785,103.8541891
215 LOR 8 TOA PAYOH,1.3418215,103.8550074
131 MARSILING RISE,1.4384526,103.7782964
202 MARSILING DR,1.4431022,103.775057
7 MARSILING DR,1.4416288,103.7766835
5 MARSILING DR,1.4400285,103.7756935
336 WOODLANDS AVE 1,1.43043,103.781918
105 WOODLANDS ST 13,1.436891,103.7815558
214 MARSILING LANE,1.4469735,103.7715515
176 BT BATOK WEST AVE 8,1.3459903,103.7415453
168 BT BATOK WEST AVE 8,1.3471632,103.7413645
166 BT BATOK WEST AVE 8,1.3472942,103.7429005
162 BT BATOK ST 11,1.3479668,103.7417267
7 HILLVIEW AVE,Nil,Nil
8 HILLVIEW AVE,Nil,Nil
147 BT BATOK WEST AVE 6,1.3495494,103.7436052
181 BT BATOK WEST AVE 8,1.3456864,103.743446
229 BT BATOK EAST AVE 3,1.3482923,103.7545951
132 BT BATOK WEST AVE 6,1.3505632,103.745642
235 BT BATOK EAST AVE 5,1.3493905,103.7558025
208 BT BATOK ST 21,1.3458934,103.7488545
172 BT BATOK WEST AVE 8,1.3457888,103.740635
104 BT BATOK CTRL,1.3503146,103.7497699
305 BT BATOK ST 31,1.3578601,103.7479682
301 BT BATOK ST 31,1.3568538,103.7486738
243 BT BATOK EAST AVE 5,1.349733,103.7562327
110 BT BATOK WEST AVE 6,1.3475772,103.7457999
102 BT BATOK WEST AVE 6,1.3477138,103.7475197
171 BT BATOK WEST AVE 8,1.3461435,103.7403687
32 JLN BT HO SWEE,1.2875293,103.8284641
30 TELOK BLANGAH RISE,1.2730052,103.8203758
33 TELOK BLANGAH WAY,1.2742268,103.8224586
130 KIM TIAN RD,1.2805035,103.8292858
32 LOWER DELTA RD,1.2898577,103.8260459
88 ZION RD,1.2911276,103.8327019
90 ZION RD,1.2911276,103.8327019
15 TELOK BLANGAH CRES,1.2771169,103.8206751
22 TELOK BLANGAH CRES,1.2766159,103.819864
20 TELOK BLANGAH CRES,1.2770373,103.8218525
8 REDHILL CL,1.2851253,103.816894
3 REDHILL CL,1.2845781,103.8166676
16 TAMAN HO SWEE,1.2880236,103.8316342
51 NILE RD,-36.7751736,174.7555006
54 NILE RD,-36.7775626,174.7545902
24 JLN MEMBINA BARAT,1.2832637,103.8265238
128 KIM TIAN RD,1.2816038,103.8290076
24 TELOK BLANGAH CRES,1.2754417,103.820678
23 TELOK BLANGAH CRES,1.2761723,103.8207692
59 TELOK BLANGAH HTS,1.2753049,103.8135023
104 HENDERSON CRES,1.2894146,103.8214223
95 HAVELOCK RD,1.2884946,103.8324041
26 TELOK BLANGAH CRES,1.2767608,103.8189544
612 CLEMENTI WEST ST 1,1.303383,103.7683654
364 CLEMENTI AVE 2,1.3123679,103.7687902
428 CLEMENTI AVE 3,1.3125457,103.7631773
327 CLEMENTI AVE 5,1.3139894,103.7665243
352 CLEMENTI AVE 2,1.3146209,103.7715967
513 WEST COAST RD,1.3086838,103.7601899
374 CLEMENTI AVE 4,1.3190389,103.766889
511 WEST COAST DR,1.3103659,103.760371
410 C'WEALTH AVE WEST,Nil,Nil
324 CLEMENTI AVE 5,1.3150911,103.7660743
350 CLEMENTI AVE 2,1.3156443,103.7702386
318 CLEMENTI AVE 4,1.317986,103.7653953
316 CLEMENTI AVE 4,1.3184303,103.76449
348 CLEMENTI AVE 5,1.316748,103.7707819
373 CLEMENTI AVE 4,1.3194755,103.7673417
381 CLEMENTI AVE 5,1.3185204,103.7679754
355 CLEMENTI AVE 2,1.3144494,103.7695597
102 CLEMENTI ST 14,1.3222318,103.7692434
112 HO CHING RD,1.3339277,103.7237119
440 JURONG WEST AVE 1,1.3512991,103.7227207
531 JURONG WEST ST 52,1.3489912,103.7151155
424 JURONG WEST AVE 1,1.3510492,103.72487
537 JURONG WEST AVE 1,1.3505225,103.7165633
412 JURONG WEST ST 42,1.3533508,103.7260707
483 JURONG WEST ST 41,1.3473949,103.7253418
532 JURONG WEST ST 52,1.3492135,103.7160235
553 JURONG WEST ST 42,1.3532203,103.7190422
401 JURONG WEST ST 42,1.3534067,103.7214728
201 BOON LAY DR,1.3433675,103.7154547
202 BOON LAY DR,1.3439618,103.7152305
204 BOON LAY DR,1.3443655,103.7150948
206 BOON LAY DR,1.3449815,103.7150475
221 BOON LAY PL,1.3462076,103.7124343
5 BUANGKOK STH FARMWAY 1,Nil,Nil
1 SELETAR WEST FARMWAY 6,1.394499,103.86996
2 SELETAR WEST FARMWAY 6,1.394657,103.870787
408 TAMPINES ST 41,1.3587863,103.9452618
417 TAMPINES ST 41,1.3587932,103.9471881
206 TAMPINES ST 21,1.3508386,103.9523327
139 TAMPINES ST 11,1.346859,103.944446
909 TAMPINES AVE 4,1.3501831,103.9393912
276 TAMPINES ST 22,1.3474818,103.9506103
930 TAMPINES ST 91,1.3459355,103.9396416
213 TAMPINES ST 23,1.3547808,103.9541458
208 TAMPINES ST 21,1.3512003,103.9530579
107 TAMPINES ST 11,1.3483749,103.948072
915 TAMPINES ST 91,1.3486079,103.9395057
911 TAMPINES ST 91,1.349888,103.9398629
931 TAMPINES ST 91,1.3458655,103.9390978
448 TAMPINES ST 42,1.3574349,103.9509729
449 TAMPINES ST 42,1.3570683,103.9510635
230 TAMPINES ST 24,1.3559606,103.9526953
419 TAMPINES ST 41,1.3582652,103.9467122
423 TAMPINES ST 41,1.3571596,103.9479813
815 TAMPINES AVE 4,1.3473389,103.9374662
260 TAMPINES ST 21,1.3545942,103.9501824
107 LOR 1 TOA PAYOH,1.3412359,103.8474196
108 LOR 1 TOA PAYOH,1.3415664,103.8473045
124 LOR 1 TOA PAYOH,1.3386174,103.8445417
18 LOR 7 TOA PAYOH,1.3358021,103.8567256
85 LOR 4 TOA PAYOH,1.3363581,103.8484195
185 TOA PAYOH CTRL,1.3326401,103.8500005
203 TOA PAYOH NTH,1.3420893,103.8491297
194 KIM KEAT AVE,1.330963,103.8581751
104 POTONG PASIR AVE 1,1.3343451,103.8692235
47 LOR 6 TOA PAYOH,1.3369237,103.8540048
217 LOR 8 TOA PAYOH,1.3426955,103.854642
2A WOODLANDS CTR RD,1.4405184,103.7706461
148 WOODLANDS ST 13,1.4357992,103.7740864
172 WOODLANDS ST 13,1.4339809,103.7773912
215 MARSILING LANE,1.4475945,103.7720494
265 BT BATOK EAST AVE 4,1.350053,103.7599183
316 BT BATOK ST 32,1.3606049,103.7469737
250 BT BATOK EAST AVE 5,1.3510215,103.757112
106 BT BATOK CTRL,1.3481875,103.7469673
174 BT BATOK WEST AVE 8,1.3457004,103.7410022
252 BT BATOK EAST AVE 5,1.3504943,103.7572409
322 BT BATOK ST 33,1.3617009,103.7475168
363 BT BATOK ST 31,1.3609581,103.7492367
324 BT BATOK ST 33,1.3622112,103.7479694
203 BT BATOK ST 21,1.3472587,103.7490556
222 BT BATOK EAST AVE 3,1.3478227,103.7540372
138 JLN BT MERAH,1.2784917,103.8261303
138 ALEXANDRA RD,Nil,Nil
142 TIONG BAHRU RD,1.2863809,103.8252826
86 REDHILL CL,1.2869242,103.8188638
91 ZION RD,Nil,Nil
27 TELOK BLANGAH WAY,1.2745221,103.8214536
50 TELOK BLANGAH DR,1.2730871,103.8100803
8 JLN RUMAH TINGGI,1.2884649,103.808019
111 BT PURMEI RD,1.274388,103.8272941
110 SPOTTISWOODE PK RD,1.273668,103.8364347
103 SPOTTISWOODE PK RD,1.2747341,103.8353025
351 CLEMENTI AVE 2,1.3153568,103.7708724
341 CLEMENTI AVE 5,1.3190999,103.7690618
514 WEST COAST RD,1.3089821,103.7591941
406 JURONG WEST ST 42,1.3542421,103.7225879
541 JURONG WEST AVE 1,1.3511912,103.7161143
533 JURONG WEST ST 52,1.3489178,103.7164759
522 JURONG WEST ST 52,1.3464988,103.716747
523 JURONG WEST ST 52,1.3468317,103.7161587
404 JURONG WEST ST 42,1.353858,103.7226267
549 JURONG WEST ST 42,1.353028,103.7161201
472 JURONG WEST ST 41,1.3481192,103.7223417
471 JURONG WEST ST 41,1.3485115,103.7222647
225 TAMPINES ST 23,1.3551473,103.9540551
806 TAMPINES AVE 4,1.3455859,103.9368316
837 TAMPINES ST 83,1.3508704,103.9343843
290 TAMPINES ST 22,1.3498738,103.9545991
296 TAMPINES ST 22,1.3508932,103.9555056
122 SIMEI ST 1,1.3454815,103.9523744
857 TAMPINES ST 83,1.3543021,103.9359252
186 TOA PAYOH CTRL,1.3327469,103.8502259
207 TOA PAYOH NTH,1.3424025,103.8451531
89 LOR 2 TOA PAYOH,1.3392548,103.8469479
118 POTONG PASIR AVE 1,1.3355396,103.862645
4 UPP ALJUNIED LANE,1.3334712,103.8790105
72 LOR 5 TOA PAYOH,1.3338531,103.8521098
214 LOR 8 TOA PAYOH,1.3418438,103.8543531
224 LOR 8 TOA PAYOH,1.3412302,103.8560016
132 POTONG PASIR AVE 1,1.3341408,103.8656038
129 MARSILING RISE,1.4378076,103.7787265
152 WOODLANDS ST 13,1.4350277,103.7742222
27 MARSILING DR,1.4422955,103.7741317
247 BT BATOK EAST AVE 5,1.3499975,103.7568405
341 BT BATOK ST 34,1.3627906,103.7491461
241 BT BATOK EAST AVE 5,1.3509696,103.7545808
255 BT BATOK EAST AVE 4,1.3501597,103.7584506
259 BT BATOK EAST AVE 4,1.3513273,103.7595896
367 BT BATOK ST 31,1.3603687,103.7497798
302 BT BATOK ST 31,1.3570793,103.748422
263 BT BATOK EAST AVE 4,1.3503148,103.7591312
233 BT BATOK EAST AVE 5,1.34725,103.7494584
360 BT BATOK ST 31,1.3610968,103.7505944
113 JLN BT MERAH,1.2805225,103.8258442
14 TAMAN HO SWEE,1.2879469,103.8322682
24 BEO CRES,1.2886266,103.8283736
47 TELOK BLANGAH DR,1.2721363,103.8101702
10 TELOK BLANGAH CRES,1.2778529,103.8197695
161 BT MERAH CTRL,1.2841611,103.8160563
27 LIM LIAK ST,1.2854689,103.830819
56 TELOK BLANGAH HTS,1.2742378,103.8124338
8 KIM TIAN PL,1.2830761,103.8271961
49 TELOK BLANGAH DR,1.2722469,103.810928
67 TELOK BLANGAH DR,1.2747644,103.809717
109 SPOTTISWOODE PK RD,1.2741055,103.8366159
434 CLEMENTI AVE 3,1.3146042,103.7615478
376 CLEMENTI AVE 4,1.3180889,103.7666174
202 CLEMENTI AVE 6,1.320663,103.762731
473 JURONG WEST ST 41,1.3486611,103.7229013
460 JURONG WEST ST 41,1.3499918,103.72082
552 JURONG WEST ST 42,1.3527865,103.7178302
548 JURONG WEST ST 42,1.3535117,103.7159063
444 TAMPINES ST 42,1.3583112,103.9513355
854 TAMPINES ST 82,1.3529801,103.9366504
406 TAMPINES ST 41,1.3581418,103.945919
158 TAMPINES ST 12,1.3514619,103.9458964
140 TAMPINES ST 12,1.3475946,103.9438114
256 TAMPINES ST 21,1.3533407,103.9500663
288 TAMPINES ST 22,1.3484852,103.9542364
165 TAMPINES ST 12,1.3492644,103.9461683
112 LOR 1 TOA PAYOH,1.3415037,103.8454928
3 LOR 7 TOA PAYOH,1.339241,103.8544655
34 LOR 5 TOA PAYOH,1.3347919,103.8541891
158 LOR 1 TOA PAYOH,1.3314779,103.8449493
202 TOA PAYOH NTH,1.3414983,103.8495918
13 JOO SENG RD,1.3354188,103.8794191
157 WOODLANDS ST 13,1.4343637,103.7747655
177 WOODLANDS ST 13,1.4343434,103.7780253
334 WOODLANDS ST 32,1.4300719,103.7804694
216 MARSILING LANE,1.447117,103.7720947
523 BT BATOK ST 52,1.3566894,103.7524954
131 BT BATOK WEST AVE 6,1.3507978,103.746253
264 BT BATOK EAST AVE 4,1.349883,103.75903
346 BT BATOK ST 34,1.3624896,103.7505039
148 BT BATOK WEST AVE 6,1.3492735,103.7438088
238 BT BATOK EAST AVE 5,1.349863,103.7547584
312 BT BATOK ST 32,1.3599238,103.7475394
364 BT BATOK ST 31,1.360665,103.7492367
361 BT BATOK ST 31,1.3607022,103.7509697
368 BT BATOK ST 31,1.3603651,103.7504134
201 BT BATOK ST 21,1.3457336,103.7479719
101 BT BATOK WEST AVE 6,1.3468132,103.7469058
170 BT BATOK WEST AVE 8,1.3465113,103.7400971
266 BT BATOK EAST AVE 4,1.3493256,103.7601931
144 BT BATOK WEST AVE 6,1.3500517,103.7442276
212 BT BATOK ST 21,1.3471745,103.7521361
245 BT BATOK EAST AVE 5,1.3497823,103.7572059
306 BT BATOK ST 31,1.3582569,103.7475168
370 BT BATOK ST 31,1.3600039,103.7495082
31 TELOK BLANGAH RISE,1.2724325,103.8209836
131 JLN BT MERAH,1.2801209,103.8283161
108 BT PURMEI RD,1.2734415,103.8254768
77 TELOK BLANGAH DR,1.2739306,103.8089365
142 JLN BT MERAH,1.2770202,103.8280747
17 REDHILL CL,1.2852316,103.8176692
2 REDHILL CL,1.2844151,103.817278
107 JLN BT MERAH,1.2798711,103.8247968
29 LIM LIAK ST,1.2854164,103.8303888
43 MOH GUAN TER,1.2846815,103.8310681
3 DELTA AVE,39.1258785,-84.4337934
52 LENGKOK BAHRU,1.2887108,103.8131583
117 BT MERAH CTRL,1.2837258,103.8154224
9 JLN RUMAH TINGGI,1.2890166,103.8083937
53 TELOK BLANGAH DR,1.2742801,103.8113923
52 TELOK BLANGAH DR,1.2738102,103.8111707
74 TELOK BLANGAH HTS,1.2754278,103.8087208
321 CLEMENTI AVE 5,1.3164802,103.7663458
430 CLEMENTI AVE 3,1.3133084,103.7625769
332 CLEMENTI AVE 2,1.3146627,103.7674096
613 CLEMENTI WEST ST 1,1.303666,103.7677038
357 CLEMENTI AVE 2,1.3133705,103.7694466
7 YUNG KUANG RD,1.3307393,103.7223969
479 JURONG WEST ST 41,1.3471872,103.7244395
538 JURONG WEST AVE 1,1.3500196,103.7153821
546 JURONG WEST ST 42,1.3526556,103.7151153
466 JURONG WEST ST 41,1.3499814,103.72263
421 JURONG WEST ST 42,1.3502664,103.727223
529 JURONG WEST ST 52,1.3484434,103.716159
410 TAMPINES ST 41,1.3587804,103.946259
101 TAMPINES ST 11,1.3474398,103.9452618
807 TAMPINES AVE 4,1.3458829,103.9361065
852 TAMPINES ST 82,1.3526883,103.9364691
284 TAMPINES ST 22,1.3490988,103.952582
241 TAMPINES ST 21,1.3546079,103.9470792
239 TAMPINES ST 21,1.3547745,103.9466007
415 TAMPINES ST 41,1.3593618,103.9469842
254 TAMPINES ST 21,1.3530526,103.9492505
143 TAMPINES ST 12,1.3480349,103.9436301
142 TAMPINES ST 12,1.348711,103.944656
127 TAMPINES ST 11,1.3452288,103.9503497
231 LOR 8 TOA PAYOH,1.3374036,103.8594436
110 LOR 1 TOA PAYOH,1.3414985,103.8463986
118 LOR 1 TOA PAYOH,1.3395306,103.8448587
167 LOR 1 TOA PAYOH,1.3339349,103.8433128
184 TOA PAYOH CTRL,1.3318865,103.8499081
109 POTONG PASIR AVE 1,1.334789,103.8674998
3 UPP ALJUNIED LANE,1.334062,103.880009
201 TOA PAYOH NTH,1.3410918,103.8502712
119 POTONG PASIR AVE 1,1.334574,103.8629651
12 JOO SENG RD,1.3358945,103.8788316
131 POTONG PASIR AVE 1,1.334582,103.8652414
125 POTONG PASIR AVE 1,1.335394,103.8651556
151 WOODLANDS ST 13,1.4353947,103.7742222
149 WOODLANDS ST 13,1.4357131,103.7731584
101 WOODLANDS ST 13,1.4359346,103.781918
106 WOODLANDS ST 13,1.4367398,103.7822802
103 WOODLANDS ST 13,1.4366008,103.7810126
333 WOODLANDS ST 32,1.4297626,103.7800393
120 MARSILING RISE,1.4392576,103.7805293
123 MARSILING RISE,1.4391816,103.7791113
9 MARSILING DR,1.4412532,103.7764856
340 BT BATOK ST 34,1.3631549,103.7495082
304 BT BATOK ST 31,1.357487,103.7479771
318 BT BATOK ST 32,1.3609702,103.7471547
267 BT BATOK EAST AVE 4,1.3486645,103.7602424
271 BT BATOK EAST AVE 4,1.3482544,103.7585861
114 BT BATOK WEST AVE 6,1.3488852,103.7460004
173 BT BATOK WEST AVE 8,1.3461222,103.7408891
268 BT BATOK EAST AVE 4,1.3493318,103.7591068
323 BT BATOK ST 33,1.3611836,103.748241
333 BT BATOK ST 32,1.3641186,103.7476073
6 REDHILL CL,1.2847502,103.8171227
20 JLN KLINIK,Nil,Nil
37 LIM LIAK ST,1.2851238,103.8304324
149 SILAT AVE,1.277375,103.8318022
4 DELTA AVE,1.2918537,103.8266527
116 BT MERAH CTRL,1.2839699,103.8149968
37 TELOK BLANGAH RISE,1.2727975,103.8229402
335 CLEMENTI AVE 2,1.3169803,103.7685186
712 CLEMENTI WEST ST 2,1.3049422,103.7619099
377 CLEMENTI AVE 5,1.3174149,103.768382
605 CLEMENTI WEST ST 1,1.3053474,103.7679754
356 CLEMENTI AVE 2,1.3139719,103.7698766
414 JURONG WEST ST 42,1.3528118,103.7261563
542 JURONG WEST AVE 1,1.3513402,103.7154808
453 JURONG WEST ST 42,1.3513306,103.7172908
410 JURONG WEST ST 42,1.3536895,103.7264278
411 TAMPINES ST 41,1.3591465,103.946259
424 TAMPINES ST 41,1.3574329,103.9481853
468 TAMPINES ST 44,1.3604852,103.955143
422 TAMPINES ST 41,1.3573119,103.9469842
465 TAMPINES ST 44,1.3596093,103.9546897
803 TAMPINES AVE 4,1.3454846,103.9369189
401 TAMPINES ST 41,1.3571056,103.9447179
459 TAMPINES ST 42,1.3583684,103.9540551
842 TAMPINES ST 82,1.3516141,103.9365762
440 TAMPINES ST 43,1.3607989,103.9516074
937 TAMPINES AVE 5,1.3472408,103.9417265
228 LOR 8 TOA PAYOH,1.3390847,103.8587186
179 TOA PAYOH CTRL,1.3338994,103.8501064
140 POTONG PASIR AVE 3,1.3337034,103.8666935
122 POTONG PASIR AVE 1,1.335125,103.8662833
