,Unnamed: 0,town,flat_type,floor_area_sqm,flat_model,remaining_lease,resale_price,address,ind,Lat,Lon,dist_presch,dist_gym,dist_park,dist_pharm,dist_mrt,dist_hawker,index,storey_index,pred,perc_error
105,106,JURONG WEST,3 ROOM,74,Model A,61,360000.0,520 Jurong West St 52,420,1.3462006,103.7176518,129.208074261059,1244.59335555507,690.135319918328,418.024088393533,397.234692827227,393.223639141472,164.149516444337,2,347955.64814814815,-3.345653292181071
106,107,JURONG WEST,4 ROOM,94,Model A,95,530888.0,218b Boon Lay Ave,421,1.3505719,103.7111562,251.559387859186,1304.95243695463,1132.83168908257,732.009850107011,1267.81491305647,622.880088407532,164.149516444337,2,505220.97777777776,-4.834733921697653
107,108,JURONG WEST,4 ROOM,90,Model A,78,412000.0,273c Jurong West Ave 3,422,1.352054,103.7038974,56.0717336562425,1390.33719187309,318.655560407334,1291.05260274982,1499.90354706185,1248.90623008311,164.149516444337,1,396377.2255173106,-3.791935554050823
108,109,JURONG WEST,4 ROOM,93,Premium Apartment,77,520000.0,685c Jurong West Ctrl 1,423,1.3424136,103.7042279,246.800315471055,380.08267289896,635.899722387699,217.849427696766,449.994148620185,770.18347939739,164.149516444337,4,471907.83860624855,-9.248492575721432
109,110,JURONG WEST,4 ROOM,104,Premium Apartment,75,532000.0,695 Jurong West Ctrl 1,424,1.3425165,103.7073329,75.8893897927467,314.395827783408,504.514485352086,314.395345867662,447.684188179583,678.923029966886,164.149516444337,3,481129.02235322836,-9.562213843378128
110,111,JURONG WEST,4 ROOM,93,Premium Apartment,80,440000.0,272a Jurong West St 24,425,1.3504482,103.7051646,213.55837696045,1190.76717002802,481.248031536089,1113.63784807707,1306.52700615008,1029.717429535,164.149516444337,5,423047.65591827815,-3.8528054731186026
111,112,JURONG WEST,4 ROOM,106,Model A,61,415000.0,464 Jurong West St 41,426,1.3503493,103.7223585,97.9242512760033,855.151282172534,1218.25617564814,519.755339727105,676.76626512139,442.304419173662,164.149516444337,2,404719.9763875812,-2.4771141234744083
112,113,JURONG WEST,4 ROOM,103,Model A,62,425000.0,450 Jurong West St 42,427,1.3521946,103.7175617,125.976081447067,1420.23228436008,1354.25379491886,249.774864077361,968.888553144816,300.744146648359,164.149516444337,1,400825.9615073816,-5.688009057086687
113,114,JURONG WEST,4 ROOM,88,Simplified,62,405000.0,420 Jurong West St 42,428,1.3506151,103.7271729,4.82670175545367,523.525592079474,1512.85287921217,406.909334508816,928.859250179883,767.438190004601,164.149516444337,2,391255.2219657172,-3.393772354143899
114,115,JURONG WEST,4 ROOM,107,Model A,61,420000.0,515 Jurong West St 52,429,1.34633,103.7206383,3.20991537239421,912.317180380765,732.742170733323,519.089345855198,254.989854063874,442.033877865651,164.149516444337,1,469720.6867602768,11.838258752446855
115,116,JURONG WEST,4 ROOM,86,Model A2,77,472000.0,668a Jurong West St 64,430,1.3420117,103.7027406,108.102236742612,479.993890298524,724.136715293889,256.464774376185,485.942473082075,599.747303859878,164.149516444337,4,461159.88155852514,-2.296635263024334
116,117,JURONG WEST,4 ROOM,107,Model A,68,420000.0,718 Jurong West St 71,431,1.3437219,103.6972445,47.647893956607,705.837819938247,845.926213373862,605.950474043914,655.827116452722,274.666191775216,164.149516444337,4,434887.8832738032,3.544734112810291
117,118,JURONG WEST,4 ROOM,107,Model A,68,426000.0,717 Jurong West St 71,432,1.3434648,103.6972388,56.0395227859904,681.718343994593,822.226293881653,579.105567683575,627.199950378609,246.159581146822,164.149516444337,1,418150.86988677277,-1.8425188059218862
118,119,JURONG WEST,4 ROOM,109,Model A,70,380000.0,820 Jurong West St 81,433,1.3463477,103.6951876,91.4071933849588,896.731608427403,888.802519581843,963.943524488864,972.324708917827,617.783433701899,164.149516444337,1,408906.79652218445,7.607051716364328
119,120,JURONG WEST,4 ROOM,102,Model A,74,465000.0,348 Kang Ching Rd,434,1.3399636,103.7200646,67.8708096623741,1198.79090791718,164.114373656016,1044.07844050132,449.510817950356,619.791838028171,164.149516444337,3,442733.5633699002,-4.788480995720382
120,121,JURONG WEST,4 ROOM,102,Model A,74,500000.0,352 Kang Ching Rd,435,1.3394179,103.7201992,6.03122974356817,1223.24508792972,192.952463446973,981.707114918841,508.979508622233,557.242947664362,164.149516444337,1,435717.4086714402,-12.856518265711959
121,122,JURONG WEST,4 ROOM,91,DBSS,91,625000.0,138c Yuan Ching Rd,436,1.3284519,103.7238259,79.8313360092723,1762.3660447813,1176.01998921905,304.048717179291,1766.59550674864,729.829110303578,164.149516444337,2,547078.6444444443,-12.467416888888906
122,123,JURONG WEST,4 ROOM,93,Premium Apartment,92,515000.0,175b Yung Kuang Rd,437,1.3330092,103.7208393,139.57761122541,1718.47003285915,825.084588689916,324.322718180517,1222.40964046158,191.51568965744,164.149516444337,5,505072.8296296296,-1.9276058971592975
123,124,JURONG WEST,5 ROOM,114,Improved,95,635000.0,218c Boon Lay Ave,438,1.3506934,103.7112508,264.239259765769,1321.56849723463,1141.78534055435,722.940830010212,1267.16761564824,632.873212268123,164.149516444337,5,695958.4888888889,9.599762029746275
124,125,JURONG WEST,5 ROOM,113,Improved,92,654000.0,196b Boon Lay Dr,439,1.3428885,103.7141525,86.0558874651756,921.211737411282,479.504098502027,880.431119911981,711.19890231578,300.346777790702,164.149516444337,5,619775.5447514564,-5.233097132804838
125,126,JURONG WEST,5 ROOM,112,Premium Apartment,80,500000.0,272c Jurong West St 24,440,1.3508361,103.7047899,158.420085458393,1239.20963135774,429.26515717771,1154.60685467091,1352.97136213642,1088.58571029357,164.149516444337,6,494174.33388676617,-1.1651332226467668
126,127,JURONG WEST,5 ROOM,136,Model A,61,535000.0,416 Jurong West St 42,441,1.3525021,103.7258622,40.2676183467119,774.083169790747,1602.69354280058,622.849023171974,1022.76999239479,884.449613253123,164.149516444337,4,584862.8428571429,9.320157543391199
127,128,JURONG WEST,5 ROOM,134,Model A,62,530000.0,551 Jurong West St 42,442,1.3522124,103.7166198,98.9031987737043,1514.5012817825,1369.09728531525,278.757945702373,1010.30310624812,351.044845208495,164.149516444337,1,571280.7827160493,7.78882692755648
128,129,JURONG WEST,5 ROOM,109,Improved,77,575000.0,650b Jurong West St 61,443,1.3384593,103.6961545,207.656074735512,265.530757369796,377.868254356833,314.58313335385,129.053239529709,341.359109808119,164.149516444337,4,574542.284653013,-0.07960266904121913
129,130,JURONG WEST,5 ROOM,110,Improved,79,540000.0,653a Jurong West St 61,444,1.3369442,103.6965653,137.662944045866,351.809340908355,412.106365079895,323.450019338138,79.3683870558473,489.388795750531,164.149516444337,3,619118.160965131,14.651511289839075
130,131,JURONG WEST,5 ROOM,110,Improved,78,518500.0,661c Jurong West St 64,445,1.3363283,103.7050481,75.2497012904089,420.337120495155,366.584075109925,339.172317810403,220.942141663623,1012.42763193315,164.149516444337,2,587089.4271604938,13.22843339643082
131,132,JURONG WEST,5 ROOM,110,Premium Apartment,85,520000.0,678c Jurong West St 64,446,1.3448153,103.7037155,170.78572024035,633.49253652625,829.365492711534,490.671563222342,720.964965685747,806.218968258301,164.149516444337,4,508117.02475701977,-2.2851875467269678
132,133,JURONG WEST,5 ROOM,110,Premium Apartment,85,545000.0,678c Jurong West St 64,447,1.3448153,103.7037155,170.78572024035,633.49253652625,829.365492711534,490.671563222342,720.964965685747,806.218968258301,164.149516444337,5,511875.3623231573,-6.077915170062878
133,134,JURONG WEST,5 ROOM,123,Improved,73,485000.0,759 Jurong West St 74,448,1.3500159,103.6995283,100.651311252929,1371.46256948699,258.493226520655,1195.68004209923,1382.37023674964,1002.98808428616,164.149516444337,1,496824.1504852654,2.437969172219674
134,135,JURONG WEST,5 ROOM,128,Improved,70,463000.0,825 Jurong West St 81,449,1.3461935,103.6933102,9.0974729794758,867.061524034599,970.491165797024,1058.16487821175,1023.2895727576,713.612532542394,164.149516444337,2,464151.46142721485,0.2486957726165975
135,136,JURONG WEST,5 ROOM,127,Improved,65,500000.0,933 Jurong West St 91,450,1.3422499,103.6898694,125.954751825391,608.509008383088,628.694378768864,1093.79208966966,945.892640515974,845.759943254837,164.149516444337,3,464618.63498575496,-7.076273002849007
136,137,JURONG WEST,5 ROOM,122,Improved,66,485000.0,909 Jurong West St 91,451,1.3413182,103.6862503,207.71190116635,896.859722140455,854.441177214495,1449.44302899924,1271.42004203883,1241.32939810251,164.149516444337,3,456738.6279365079,-5.827087023400428
137,138,JURONG WEST,5 ROOM,105,DBSS,91,758000.0,138b Yuan Ching Rd,452,1.3284664,103.724309,103.445449499385,1711.3707094715,1138.15934071499,322.905072022676,1773.25971464477,748.955071489933,164.149516444337,7,644276.5333333333,-15.003095866314863
138,139,JURONG WEST,5 ROOM,108,DBSS,91,720000.0,138c Yuan Ching Rd,453,1.3284519,103.7238259,79.8313360092723,1762.3660447813,1176.01998921905,304.048717179291,1766.59550674864,729.829110303578,164.149516444337,2,609092.2444444444,-15.403854938271607
139,140,JURONG WEST,EXECUTIVE,130,Apartment,78,650000.0,626 Jurong West St 65,454,1.3418351,103.6983746,59.1974814478862,638.288704119817,778.094393917929,370.495890947379,466.710656673688,125.555979495851,164.149516444337,4,632224.4763118363,-2.7346959520251883
140,141,JURONG WEST,EXECUTIVE,130,Apartment,78,650000.0,626 Jurong West St 65,455,1.3418351,103.6983746,59.1974814478862,638.288704119817,778.094393917929,370.495890947379,466.710656673688,125.555979495851,164.149516444337,5,637629.243988604,-1.9031932325224536
141,142,JURONG WEST,EXECUTIVE,146,Apartment,70,575000.0,830 Jurong West St 81,456,1.3453342,103.6934554,98.5658688097167,770.690763273268,875.9383003888,972.734335348715,929.900024104869,631.549361242982,164.149516444337,1,591802.5422222222,2.922181256038643
142,143,JURONG WEST,EXECUTIVE,147,Apartment,70,635000.0,841 Jurong West St 81,457,1.344657,103.6929479,173.496674416899,700.499387350482,798.401290945322,954.393965486571,890.983817653805,623.685200121137,164.149516444337,4,596844.3555555556,-6.008762904636921
143,144,JURONG WEST,EXECUTIVE,141,Apartment,66,595000.0,906 Jurong West St 91,458,1.3415421,103.6855265,290.17293519936,980.999734156941,936.860767184723,1533.46190084935,1355.73493052095,1322.23697456902,164.149516444337,2,643887.6029629629,8.2164038593215
144,145,JURONG WEST,EXECUTIVE,148,Apartment,74,635000.0,163 Yung Ping Rd,459,1.3301123,103.7221951,97.9783173166776,1884.56118607428,1179.02068299736,138.163444452641,1556.30315413234,504.017391954849,164.149516444337,1,611287.6444444444,-3.7342292213473307
145,146,SENGKANG,3 ROOM,67,Premium Apartment,92,421000.0,334c Anchorvale Cres,672,1.3974296,103.8897954,80.5287209247974,495.302548224217,648.81714509649,690.312473478049,50.1525073383777,156.232959906641,164.149516444337,4,401018.7446031746,-4.7461414244240805
146,147,SENGKANG,3 ROOM,68,Premium Apartment,94,390000.0,286c Compassvale Cres,673,1.3978468,103.8962009,97.8763700946561,1188.26491136039,1086.53884927526,605.743799557434,313.931461473023,864.417761233366,164.149516444337,1,378273.06666666665,-3.006905982905987
147,148,SENGKANG,3 ROOM,68,Model A,90,428000.0,211d Compassvale Lane,674,1.3850197,103.8999897,31.2571512080526,1964.8627662829,846.722108961136,174.80673763375,262.181196440957,893.678125115629,164.149516444337,5,388562.8447330447,-9.214288613774608
148,149,SENGKANG,3 ROOM,68,Model A,95,420000.0,418a Fernvale Link,675,1.3910955,103.8796697,62.9832641114487,838.814881566912,658.8182996133,402.224955577279,117.078230407854,295.591683867541,164.149516444337,4,405971.87407407415,-3.340029982363298
149,150,SENGKANG,3 ROOM,68,Model A,89,400000.0,445a Fernvale Rd,676,1.392091,103.87442,101.928837230066,1320.44796096241,731.530001877972,199.144119132894,205.088196989647,299.047530953114,164.149516444337,2,373954.0230452675,-6.511494238683124
150,151,SENGKANG,3 ROOM,70,Model A,87,408000.0,436c Fernvale Rd,677,1.3920867,103.8766114,10.4021528740933,1089.29931820205,753.149487121759,98.1010353102188,39.7290683718859,74.3391871519536,164.149516444337,5,399145.43600823043,-2.1702362724925406
151,152,SENGKANG,3 ROOM,67,Model A,92,433000.0,453d Fernvale Rd,678,1.3934239,103.8755991,152.270530018281,1156.82703319556,654.320913371449,232.007996777152,159.017243137579,260.80675605912,164.149516444337,6,398432.656226284,-7.983220271066053
152,153,SENGKANG,3 ROOM,67,Model A,92,390000.0,180a Rivervale Cres,679,1.3902744,103.9096411,144.849601084339,2717.96585523488,674.514337609997,572.009372817012,413.384940023309,2065.67454889456,164.149516444337,3,379777.4645502645,-2.621162935829608
153,154,SENGKANG,4 ROOM,90,Model A,79,415888.0,304a Anchorvale Link,680,1.3879068,103.8889799,191.627806232497,917.200554789624,1262.45899807889,771.691857384613,202.811351716912,722.927204604018,164.149516444337,2,424386.14401966863,2.04337322059512
154,155,SENGKANG,4 ROOM,92,Model A,92,560000.0,332c Anchorvale Link,681,1.3952139,103.8915296,14.3449911386481,640.180902310944,929.958557028288,378.176701520543,272.368327207645,387.656263423009,164.149516444337,6,530973.6365109247,-5.183279194477738
155,156,SENGKANG,4 ROOM,86,Model A2,78,440000.0,303b Anchorvale Link,682,1.3874616,103.889886,101.166027603891,1004.69035867754,1351.96678578768,742.564978713965,94.7155869230028,630.490150727907,164.149516444337,3,444994.9958536653,1.1352263303784738
156,157,SENGKANG,4 ROOM,95,Premium Apartment,79,468000.0,309b Anchorvale Rd,683,1.3909363,103.8860104,150.240202964319,508.828295672884,965.881163921175,902.478941953464,173.552204541848,720.383254329883,164.149516444337,3,445906.8357477574,-4.720761592359529
157,158,SENGKANG,4 ROOM,92,Premium Apartment,80,425000.0,317d Anchorvale Rd,684,1.3934967,103.8876909,120.909722826886,307.949276846269,761.003110138545,696.183547467768,434.760056280033,390.677746306564,164.149516444337,1,447047.7299214735,5.187701157993761
158,159,SENGKANG,4 ROOM,93,Model A,92,500000.0,329a Anchorvale St,685,1.3960188,103.8897727,68.5116904216285,447.578744057504,716.333203565743,584.067000394708,137.666609046969,174.136489126129,164.149516444337,3,502787.9697984221,0.5575939596844255
159,160,SENGKANG,4 ROOM,93,Premium Apartment,94,550000.0,287c Compassvale Cres,686,1.3987808,103.8966821,213.301420148238,1266.52857353843,1117.18864228809,515.517981056043,421.705139019236,935.090962320689,164.149516444337,5,547694.6318104439,-0.4191578526465561
160,161,SENGKANG,4 ROOM,93,Premium Apartment,94,558000.0,286a Compassvale Cres,687,1.3973914,103.8961384,47.2355045303781,1171.32261077082,1060.56404147303,569.730623224719,280.90370395058,852.861447039603,164.149516444337,4,532533.2282963055,-4.563937581307255
161,162,SENGKANG,4 ROOM,93,Premium Apartment,94,572000.0,289a Compassvale Cres,688,1.397655,103.8977627,181.961822172187,1354.42075518132,943.521951358235,674.27768939833,457.767184909593,1035.25764411111,164.149516444337,5,536910.346374754,-6.134554829588465
162,163,SENGKANG,4 ROOM,93,Premium Apartment,94,578000.0,286c Compassvale Cres,689,1.3978468,103.8962009,97.8763700946561,1188.26491136039,1086.53884927526,605.743799557434,313.931461473023,864.417761233366,164.149516444337,4,541729.892826371,-6.275105047340655
163,164,SENGKANG,4 ROOM,93,Premium Apartment,94,600000.0,286c Compassvale Cres,690,1.3978468,103.8962009,97.8763700946561,1188.26491136039,1086.53884927526,605.743799557434,313.931461473023,864.417761233366,164.149516444337,4,541729.892826371,-9.711684528938164
164,165,SENGKANG,4 ROOM,93,Premium Apartment,94,540000.0,287c Compassvale Cres,691,1.3987808,103.8966821,213.301420148238,1266.52857353843,1117.18864228809,515.517981056043,421.705139019236,935.090962320689,164.149516444337,3,534205.5332643744,-1.0730493954862297
165,166,SENGKANG,4 ROOM,90,Model A,78,477888.0,204b Compassvale Dr,692,1.3873191,103.8944108,118.309115683975,1323.3754013347,1143.82135827661,535.318140287873,406.410587056505,592.698614039391,164.149516444337,3,443868.70111518074,-7.118676109217905
166,167,SENGKANG,4 ROOM,95,Premium Apartment,89,495000.0,212a Compassvale Dr,693,1.3864703,103.9000312,11.2753590346071,1877.37616609305,707.935730120377,241.235733490377,355.808150272217,962.904904026212,164.149516444337,4,493273.2197431173,-0.3488444963399429
167,168,SENGKANG,4 ROOM,95,Premium Apartment,89,475000.0,212a Compassvale Dr,694,1.3864703,103.9000312,11.2753590346071,1877.37616609305,707.935730120377,241.235733490377,355.808150272217,962.904904026212,164.149516444337,2,475677.43144465605,0.142617146243378
168,169,SENGKANG,4 ROOM,95,Model A,90,542800.0,211d Compassvale Lane,695,1.3850197,103.8999897,31.2571512080526,1964.8627662829,846.722108961136,174.80673763375,262.181196440957,893.678125115629,164.149516444337,6,505336.7045650365,-6.901859881164975
169,170,SENGKANG,4 ROOM,95,Model A,90,540000.0,211c Compassvale Lane,696,1.3851958,103.8992907,82.9367122666277,1890.87863359622,871.402574434507,254.02647016675,246.763125421668,827.787241206458,164.149516444337,5,498260.5180110111,-7.729533701664606
170,171,SENGKANG,4 ROOM,93,Model A,90,498000.0,211b Compassvale Lane,697,1.385284,103.8986758,150.594905485726,1830.83582149281,904.289737406,323.138298531345,194.706012146401,768.92601414663,164.149516444337,3,490634.13595388964,-1.4790891658856153
171,172,SENGKANG,4 ROOM,92,Model A,82,430000.0,207b Compassvale Lane,698,1.3847396,103.8978149,85.455577577168,1796.60018775536,873.269518917006,417.111302340017,83.3254733064663,656.704689526326,164.149516444337,2,436305.2944813032,1.4663475537914405
172,173,SENGKANG,4 ROOM,93,Model A,90,495000.0,211d Compassvale Lane,699,1.3850197,103.8999897,31.2571512080526,1964.8627662829,846.722108961136,174.80673763375,262.181196440957,893.678125115629,164.149516444337,2,474779.2026335166,-4.085009568986551
173,174,SENGKANG,4 ROOM,90,Premium Apartment,86,623000.0,277c Compassvale Link,700,1.3824775,103.8931708,149.947968007687,1441.53790229378,866.831267866395,972.560155707691,37.7634873129228,86.0083620244414,164.149516444337,2,508168.94863112195,-18.43195046049407
174,175,SENGKANG,4 ROOM,90,Model A2,78,565000.0,257b Compassvale Rd,701,1.3925762,103.8969616,171.587509142222,1285.81009009385,761.067834473696,226.95727165524,141.648789189442,1059.29125433989,164.149516444337,4,458405.1084645269,-18.866352484154532
175,176,SENGKANG,4 ROOM,94,Premium Apartment,78,452000.0,298b Compassvale St,702,1.3954502,103.9020287,22.1064383039416,1807.79621332811,464.760109038392,868.844188551464,179.014272185377,1451.46523165623,164.149516444337,2,422420.0267423305,-6.544241871165814
176,177,SENGKANG,4 ROOM,93,Premium Apartment,81,450000.0,403a Fernvale Lane,703,1.3887726,103.8729812,306.773111628126,1609.71490914148,355.756590641289,450.637107747396,524.712699559508,551.9200076794,164.149516444337,2,431755.0881763958,-4.054424849689822
177,178,SENGKANG,4 ROOM,93,Premium Apartment,81,445000.0,405c Fernvale Lane,704,1.3892925,103.8734177,233.019817291537,1540.05244510707,410.843549571537,376.360620684481,449.376957774729,479.465721827784,164.149516444337,1,434068.3222780366,-2.456556791452445
178,179,SENGKANG,4 ROOM,93,Model A,93,515000.0,470a Fernvale Link,705,1.3963872,103.8794633,166.190624108079,710.311285041134,639.48282221813,672.216466759204,271.338241301874,596.997794415607,164.149516444337,7,502194.2633296771,-2.486550809771435
179,180,SENGKANG,4 ROOM,93,Model A,93,505000.0,467b Fernvale Link,706,1.3981791,103.8779482,260.641076734126,921.576953490215,466.138248165847,783.87163323325,274.58216029499,739.861501190102,164.149516444337,7,502690.683091977,-0.45729047683624335
180,181,SENGKANG,4 ROOM,92,Model A,92,525000.0,440a Fernvale Link,707,1.3933103,103.8787409,151.328271651632,820.910095302238,838.220091998347,366.134342831065,202.930364911089,267.481488190965,164.149516444337,4,493577.41103484906,-5.985255040981131
181,182,SENGKANG,4 ROOM,93,Model A,93,510000.0,470a Fernvale Link,708,1.3963872,103.8794633,166.190624108079,710.311285041134,639.48282221813,672.216466759204,271.338241301874,596.997794415607,164.149516444337,6,500479.59270377125,-1.8667465286723033
182,183,SENGKANG,4 ROOM,93,Model A,93,538000.0,416b Fernvale Link,709,1.3905228,103.8803694,46.2415540264244,818.72168584669,628.130699434801,488.429883692848,168.973465330026,387.007700881082,164.149516444337,4,507750.6318593862,-5.6225591339430805
183,184,SENGKANG,4 ROOM,93,Model A,93,510000.0,414a Fernvale Link,710,1.3896142,103.8795729,119.276102007722,952.54277922551,499.711337686117,437.4698814619,276.327588329436,355.90096429897,164.149516444337,3,486647.21016282117,-4.57897839944683
184,185,SENGKANG,4 ROOM,95,Premium Apartment,82,482888.0,408c Fernvale Rd,711,1.3893559,103.8764533,84.2254992059904,1243.51776712546,464.304213308978,230.800644559114,312.686307847105,257.964901274755,164.149516444337,8,469573.53686167276,-2.7572569909227886
185,186,SENGKANG,4 ROOM,96,Premium Apartment,89,510000.0,410c Fernvale Rd,712,1.3900337,103.8764759,131.491541897468,1201.48782001271,534.926009066713,157.995901522895,237.704537425648,185.300984419748,164.149516444337,6,503146.7567710744,-1.3437731821422794
186,187,SENGKANG,4 ROOM,92,Model A,92,530000.0,453b Fernvale Rd,713,1.3938878,103.875434,108.763104570874,1165.76862078876,599.555076897876,286.526596943191,213.428503807977,313.143639949023,164.149516444337,7,499702.6399260095,-5.716483032828392
187,188,SENGKANG,4 ROOM,94,Model A,89,538000.0,443b Fernvale Rd,714,1.391186,103.8739122,45.5658195685409,1405.83173148637,624.401899072953,240.979202510818,282.978892058782,353.269164011919,164.149516444337,8,498967.72475917067,-7.255069747366047
188,189,SENGKANG,4 ROOM,93,Model A,93,482000.0,471c Fernvale St,715,1.3959389,103.8817311,75.4591796629792,453.680543426468,485.78108566668,808.276205144355,255.781864014965,710.131891861516,164.149516444337,2,476702.8975686111,-1.098983906927162
189,190,SENGKANG,4 ROOM,85,Model A2,80,420000.0,184c Rivervale Cres,716,1.392731,103.907717,95.075080008747,2460.22817052065,459.378754972683,607.246485507473,231.593306672675,1751.11809661491,164.149516444337,6,417578.77847202163,-0.5764813161853263
190,191,SENGKANG,4 ROOM,93,Model A,94,500000.0,162a Rivervale Cres,717,1.3904591,103.9075525,128.569330541389,2486.6970266356,444.605734320506,732.321329990189,192.937794199465,1910.40795713107,164.149516444337,2,464341.3448985372,-7.131731020292559
191,192,SENGKANG,4 ROOM,85,Model A2,77,412888.0,185d Rivervale Cres,718,1.3938857,103.9063452,71.9198805116601,2295.21558883917,383.158131234162,738.715738404798,276.408231228192,1601.5345885755,164.149516444337,2,406744.00239674334,-1.4880542915407236
192,193,SENGKANG,4 ROOM,90,Model A2,77,430000.0,185c Rivervale Cres,719,1.3931449,103.906419,143.242067129317,2311.30634353641,342.369220521851,738.867892067149,195.783176612324,1684.40556246998,164.149516444337,5,416068.8637842758,-3.2397991199358662
193,194,SENGKANG,4 ROOM,93,Model A,94,525000.0,162b Rivervale Cres,720,1.3908432,103.9079758,142.846672717909,2523.47853702098,480.099720908555,669.337031043831,217.596267685788,1962.99602175621,164.149516444337,5,481990.64095472527,-8.192258865766615
194,195,SENGKANG,4 ROOM,91,Model A,77,455000.0,121a Rivervale Dr,721,1.3867832,103.9052911,59.3614361868759,2377.92362143594,567.680002106415,463.743931349364,119.635309871591,1515.42821502271,164.149516444337,5,427069.25900734495,-6.13862439399012
195,196,SENGKANG,4 ROOM,90,Model A2,76,470000.0,124b Rivervale Dr,722,1.3884094,103.9029349,105.438108420965,2065.47974820549,370.514034266413,416.323872768759,280.521847360084,1350.20207518853,164.149516444337,6,426644.63710617623,-9.224545296558247
196,197,SENGKANG,4 ROOM,93,Premium Apartment,87,500000.0,271c Sengkang Ctrl,723,1.3851998,103.8943714,105.673671141131,1492.77113386473,1035.34519166111,770.459163874969,259.058558109435,382.074744553177,164.149516444337,1,523911.5527117923,4.782310542358458
197,198,SENGKANG,4 ROOM,92,Premium Apartment,92,608000.0,279b Sengkang East Ave,724,1.3854253,103.8928612,116.454640567646,1370.565169227,1143.1907140899,778.921769225334,224.379610283906,341.979444545078,164.149516444337,3,600474.118410735,-1.2378094719185786
198,199,SENGKANG,4 ROOM,90,Model A,78,460000.0,200a Sengkang East Rd,725,1.3870875,103.8918961,124.601912991103,1157.55955418419,1356.6675865867,654.532338403372,165.074937847296,526.22991925573,164.149516444337,4,447228.0075612302,-2.7765200953847358
199,200,SENGKANG,4 ROOM,90,Model A,80,430000.0,325a Sengkang East Way,726,1.3936614,103.8908302,85.5647356280185,597.742996170887,968.954326573292,355.919777079567,424.580667620913,446.05129880168,164.149516444337,1,424576.03036351857,-1.261388287553821
200,201,SENGKANG,4 ROOM,90,Model A,78,560000.0,260d Sengkang East Way,727,1.3944427,103.8960088,16.1466896086766,1143.94322585022,914.780929696966,285.408171416043,233.09544550975,880.851222170273,164.149516444337,4,465704.0054915759,-16.83857044793287
201,202,SENGKANG,5 ROOM,112,Improved,92,686868.0,332c Anchorvale Link,728,1.3952139,103.8915296,14.3449911386481,640.180902310944,929.958557028288,378.176701520543,272.368327207645,387.656263423009,164.149516444337,5,670465.8307145609,-2.3879652692277222
202,203,SENGKANG,5 ROOM,110,Premium Apartment,80,518000.0,315c Anchorvale Rd,729,1.3924077,103.8878908,164.28770437612,416.624303824997,878.408771201503,670.742792946853,392.537933739525,506.065528199397,164.149516444337,1,469226.4891019163,-9.415735694610749
203,204,SENGKANG,5 ROOM,113,Premium Apartment,94,718888.0,289a Compassvale Cres,730,1.397655,103.8977627,181.961822172187,1354.42075518132,943.521951358235,674.27768939833,457.767184909593,1035.25764411111,164.149516444337,5,691871.9888888889,-3.7580278306371993
204,205,SENGKANG,5 ROOM,118,Premium Apartment,89,688000.0,212b Compassvale Dr,731,1.3863354,103.9005335,64.2023975111829,1932.70348940896,689.719929881208,193.405086576591,309.206158904264,1005.8786176063,164.149516444337,3,596674.4579188712,-13.274061349001279
205,206,SENGKANG,5 ROOM,122,Improved,76,560000.0,206a Compassvale Lane,732,1.3867363,103.896295,57.1063060881215,1523.25153251121,991.818566493087,614.124003880159,307.021993233859,649.564191301928,164.149516444337,4,578740.8541247536,3.3465810937060034
206,207,SENGKANG,5 ROOM,123,Improved,76,532888.0,206c Compassvale Lane,733,1.3857253,103.8983491,157.782330421885,1771.8978442079,890.452781120453,367.867884879765,206.887170696886,758.882058190529,164.149516444337,2,551003.4109390636,3.3994781153007096
207,208,SENGKANG,5 ROOM,115,Improved,77,600000.0,246 Compassvale Rd,734,1.3926463,103.8990835,85.8111590871926,1513.77289538381,529.739057198218,460.779273084747,253.239353214524,1271.08428957694,164.149516444337,1,736052.8732026144,22.675478867102395
208,209,SENGKANG,5 ROOM,110,Improved,77,540000.0,257a Compassvale Rd,735,1.3925464,103.8974071,123.037599992023,1334.6447325617,711.511035652665,274.752221053875,190.375882664774,1105.10501584667,164.149516444337,2,738156.0377046949,36.69556253790646
209,210,SENGKANG,5 ROOM,110,Improved,78,535000.0,262a Compassvale St,736,1.3954933,103.8948698,9.52190257961992,1011.09882694047,1075.89388764678,319.931889403145,130.871883926722,727.432062089802,164.149516444337,3,813954.6591359376,52.141057782418244
210,211,SENGKANG,5 ROOM,113,Improved,93,650000.0,468c Fernvale Link,737,1.3967331,103.8776721,98.0313190726897,913.122482491927,496.763372508466,620.687089022511,226.773338842151,576.30180132572,164.149516444337,9,648811.1339006632,-0.18290247682104102
211,212,SENGKANG,5 ROOM,112,Improved,93,662000.0,415c Fernvale Link,738,1.3893507,103.8803719,147.573651558032,911.934932361287,514.04939167398,530.221857475129,298.766717715832,445.05451707994,164.149516444337,4,669669.1931334509,1.1584883887388109
212,213,SENGKANG,5 ROOM,115,Premium Apartment,81,545888.0,408a Fernvale Rd,739,1.3887655,103.8762369,107.147723903844,1300.45295982066,413.585103570322,293.104259328802,377.691175587229,327.756707435145,164.149516444337,5,523882.4199470562,-4.031152920185786
