,Unnamed: 0,town,flat_type,floor_area_sqm,flat_model,remaining_lease,resale_price,address,ind,Lat,Lon,dist_presch,dist_gym,dist_park,dist_pharm,dist_mrt,dist_hawker,index,storey_index,pred,perc_error
37,38,BUKIT MERAH,3 ROOM,59,Standard,48,303000.0,4 Jln Bt Ho Swee,141,1.2874406,103.8312719,269.982349002049,710.250532020896,374.123196753836,471.727344245913,436.99970629929,192.519234962108,164.149516444337,2,340012.1301587302,12.21522447482845
38,39,BUKIT MERAH,3 ROOM,60,Standard,44,320000.0,28 Jln Bt Merah,142,1.286411,103.8098657,222.711829077906,1034.62915002419,845.628756708391,836.112179733339,859.061863020322,202.576281654051,164.149516444337,3,269338.44763979665,-15.831735112563546
39,40,BUKIT MERAH,3 ROOM,88,Standard,50,640000.0,42 Kim Cheng St,143,1.2844408,103.8316342,113.438410780351,737.958486061451,195.994907247458,511.246677943183,507.737003400928,107.328200560043,164.149516444337,1,569023.8900424201,-11.090017180871856
40,41,BUKIT MERAH,3 ROOM,76,Improved,53,418000.0,130 Kim Tian Rd,144,1.2805035,103.8292858,10.254051690361,262.651500593164,379.845776088059,171.695060420558,638.418896087458,368.410225385435,164.149516444337,4,431092.26666666666,3.132121212121211
41,42,BUKIT MERAH,3 ROOM,75,Standard,50,630000.0,27 Lim Liak St,145,1.2854689,103.830819,253.767421852248,826.705359392161,203.615211996785,446.200538655406,382.905749159012,175.445817689445,164.149516444337,1,591025.2888888889,-6.186462081128746
42,43,BUKIT MERAH,3 ROOM,54,Standard,47,275000.0,16 Taman Ho Swee,146,1.2880236,103.8316342,220.74638907595,643.436039497727,305.158857834123,506.734972610791,496.262054571518,223.466749140675,164.149516444337,3,307356.8888888889,11.76614141414141
43,44,BUKIT MERAH,3 ROOM,66,Improved,60,390000.0,1 Telok Blangah Cres,147,1.2795459,103.8179657,237.069311431108,279.637460676279,475.621667513897,399.430286609807,1099.02068140465,253.970792803498,164.149516444337,4,344676.4315425316,-11.621427809607285
44,45,BUKIT MERAH,3 ROOM,65,Improved,53,365000.0,44 Telok Blangah Dr,148,1.2714028,103.8106225,17.4642486394012,284.862793522346,828.507529971373,1086.66882819984,111.877705957483,398.776834161219,164.149516444337,2,372903.17869981873,2.1652544383065018
45,46,BUKIT MERAH,3 ROOM,70,Improved,53,358888.0,32 Telok Blangah Rise,149,1.2731553,103.8217065,88.9638592017924,975.293789727606,454.292206487849,1030.84314463723,799.567113394554,66.9585066308107,164.149516444337,3,384826.6844444445,7.227515114588531
46,47,BUKIT MERAH,3 ROOM,59,Improved,53,320000.0,33 Telok Blangah Way,150,1.2742268,103.8224586,167.545452197868,899.827696049873,485.884345624897,1118.10101258317,925.656928522876,172.440587080366,164.149516444337,4,329347.9972342473,2.921249135702274
47,48,BUKIT MERAH,4 ROOM,100,Model A,82,875000.0,8b Boon Tiong Rd,151,1.2870984,103.8303435,160.644944091969,760.014897393008,364.455553887593,379.044070498126,327.290361487913,126.068970107645,164.149516444337,7,829381.0625163399,-5.213592855275436
48,49,BUKIT MERAH,4 ROOM,92,Model A,94,818888.0,110a Depot Rd,152,1.281573373,103.8092999,95.6444399490507,978.425710166069,333.837759484035,888.195072037356,1209.80160467465,612.86793394295,164.149516444337,9,729015.3177142858,-10.974966330647682
49,50,BUKIT MERAH,4 ROOM,92,Model A,94,785000.0,110a Depot Rd,153,1.281573373,103.8092999,95.6444399490507,978.425710166069,333.837759484035,888.195072037356,1209.80160467465,612.86793394295,164.149516444337,6,710959.4666666667,-9.431915074309979
50,51,BUKIT MERAH,4 ROOM,94,Model A,90,870000.0,53 Havelock Rd,154,1.2893732,103.8288987,149.907858068428,460.530932356709,357.696345569042,248.464146268244,369.759934175528,175.434888922484,164.149516444337,5,809206.9693121691,-6.98770467676217
51,52,BUKIT MERAH,4 ROOM,89,Model A,90,950000.0,55 Havelock Rd,155,1.2901025,103.8292566,125.23719252331,414.423767935127,292.153193074285,330.841005082606,460.174765368762,240.341554946308,164.149516444337,12,848717.4785185185,-10.661318050682263
52,53,BUKIT MERAH,4 ROOM,90,Model A,80,720000.0,118a Jln Membina,156,1.2816044,103.8255885,328.471870485169,582.420432334423,548.406598719794,561.284870191683,488.150520698698,184.234078595768,164.149516444337,7,783301.5358024691,8.791879972565155
53,54,BUKIT MERAH,4 ROOM,91,Model A,80,715000.0,118a Jln Membina,157,1.2816044,103.8255885,328.471870485169,582.420432334423,548.406598719794,561.284870191683,488.150520698698,184.234078595768,164.149516444337,5,717972.2031953521,0.41569275459470034
54,55,BUKIT MERAH,4 ROOM,90,Model A,79,715000.0,131b Kim Tian Rd,158,1.280926,103.828383,85.0980184786233,333.477516507471,370.213464364483,282.496214979814,559.92830576701,282.964619280959,164.149516444337,4,735684.2527798128,2.892902486687103
55,56,BUKIT MERAH,4 ROOM,100,Model A,82,870000.0,73a Redhill Rd,159,1.2880407,103.8168008,115.785996730842,350.365514048263,805.595837135701,463.289054220267,149.615965750096,179.424224691676,164.149516444337,8,832110.4275132276,-4.3551232743416595
56,57,BUKIT MERAH,4 ROOM,99,Model A,76,625000.0,14a Telok Blangah Cres,160,1.2778656,103.8207883,194.550542805122,555.431433160465,405.403786236779,681.618894016535,1117.42909283065,245.266553549095,164.149516444337,2,618532.6172839506,-1.0347812345679104
57,58,BUKIT MERAH,4 ROOM,92,New Generation,55,510000.0,51 Telok Blangah Dr,161,1.2735257,103.8100806,128.50988828108,479.420835273817,594.393818187817,996.610762458124,312.960521680982,241.726683761982,164.149516444337,2,496668.4531092916,-2.6140288020996834
58,59,BUKIT MERAH,4 ROOM,93,Model A,94,883000.0,70a Telok Blangah Hts,162,1.2764241,103.8111733,179.181624442496,709.649359383765,278.41775523947,1036.30577860438,650.861560377816,455.290183264457,164.149516444337,6,819035.801058201,-7.243963640067837
59,60,BUKIT MERAH,4 ROOM,91,New Generation,53,555000.0,56 Telok Blangah Hts,163,1.2742378,103.8124338,178.752275750717,442.265407372411,554.278624786455,1146.1344087535,483.515514724299,501.026725435376,164.149516444337,4,511617.56613943004,-7.816654749652245
60,61,BUKIT MERAH,4 ROOM,98,New Generation,53,510000.0,63 Telok Blangah Hts,164,1.2748311,103.8108943,5.23830919017855,553.364519572717,448.513843582248,1094.59844161402,471.130221043967,343.902610716824,164.149516444337,2,474940.18337654107,-6.874473847737045
61,62,BUKIT MERAH,4 ROOM,93,Model A,94,888000.0,70c Telok Blangah Hts,165,1.2759411,103.8108565,123.90588158332,669.452645655709,325.11493841188,1099.53786782177,591.072935297426,395.002695035426,164.149516444337,8,867178.6407407406,-2.344747664331016
62,63,BUKIT MERAH,4 ROOM,90,Model A,80,630000.0,86 Telok Blangah Hts,166,1.2766535,103.8085171,108.069744291444,671.552300613581,332.341392190138,886.716034263833,677.666347320971,311.590008117811,164.149516444337,4,644377.1111111111,2.2820811287477976
63,64,BUKIT MERAH,4 ROOM,82,Improved,53,383000.0,34 Telok Blangah Way,167,1.2735811,103.8224539,153.962260513019,937.315900601943,507.570513685952,1082.44619583693,854.340808379615,103.354727396417,164.149516444337,1,466021.4577777778,21.676620829706998
64,65,BUKIT MERAH,5 ROOM,119,Improved,60,883888.0,1 Delta Ave,168,1.291842973,103.8266634,142.616157606844,134.382522840019,554.432024346013,421.811565271433,617.14857549334,345.05288799508,164.149516444337,7,763773.8431372549,-13.58929602650393
65,66,BUKIT MERAH,5 ROOM,110,Improved,80,928000.0,19 Jln Membina,169,1.2856409,103.8262044,64.6290541222669,811.594076362055,327.280673400935,122.463335091475,88.4865608340547,376.684621413396,164.149516444337,8,957049.8785185185,3.1303748403575997
66,67,BUKIT MERAH,5 ROOM,131,Model A,61,1030000.0,8 Kim Tian Pl,170,1.2830761,103.8271961,120.929461813943,605.888297619734,321.109015413282,378.196606751123,299.584059708591,366.360543107008,164.149516444337,8,932635.4444444445,-9.452869471413155
67,68,BUKIT MERAH,5 ROOM,110,Improved,80,888000.0,119c Kim Tian Rd,171,1.2815512,103.8276187,163.89459399998,433.37513908808,366.177730723652,389.160574403293,473.647523539832,248.104730490671,164.149516444337,9,900496.0550264551,1.407213403880077
68,69,BUKIT MERAH,5 ROOM,122,Improved,63,663000.0,48 Lengkok Bahru,172,1.2873284,103.810896,131.715450136729,991.698393966582,945.174598167425,774.364279268623,715.771429784894,310.879946419473,164.149516444337,2,662089.9794187961,-0.1372580062147605
69,70,BUKIT MERAH,5 ROOM,117,Standard,55,655000.0,74 Telok Blangah Hts,173,1.2754278,103.8087208,147.524354008162,656.152456629776,431.18694631875,867.326404334774,539.682376603103,189.439213122704,164.149516444337,2,632798.974949495,-3.389469473359534
70,71,BUKIT MERAH,5 ROOM,117,Standard,55,668000.0,74 Telok Blangah Hts,174,1.2754278,103.8087208,147.524354008162,656.152456629776,431.18694631875,867.326404334774,539.682376603103,189.439213122704,164.149516444337,3,643149.6233371306,-3.72011626689661
71,72,CLEMENTI,3 ROOM,73,Model A,90,565000.0,417 Clementi Ave 1,285,1.310344,103.7708272,192.457434890714,668.122686263286,698.118807572156,641.29554884422,707.082215443399,447.920654341897,164.149516444337,5,563987.6444444444,-0.1791779744346107
72,73,CLEMENTI,3 ROOM,67,New Generation,55,320000.0,364 Clementi Ave 2,286,1.3123679,103.7687902,189.957106114448,462.446917199995,602.7306928476,368.976027522787,392.927005859778,318.487430231714,164.149516444337,1,358780.0589673417,12.11876842729429
73,74,CLEMENTI,3 ROOM,69,Model A,94,636800.0,312a Clementi Ave 4,287,1.3190522,103.7645352,69.6699339687004,895.434993665741,734.297265942981,468.517090692483,405.379542322131,644.248483938043,164.149516444337,6,583868.6868686869,-8.312078067103183
74,75,CLEMENTI,3 ROOM,82,New Generation,56,435000.0,304 Clementi Ave 4,288,1.320917,103.7648521,120.829460182636,1102.28779649707,676.049458753716,496.677176335766,607.588671693162,852.67896601604,164.149516444337,3,405675.878017908,-6.7411774671475815
75,76,CLEMENTI,3 ROOM,67,New Generation,56,315000.0,346 Clementi Ave 5,289,1.3171185,103.7699671,276.410553380301,885.722696958234,760.430849258033,684.591854430981,562.922510970395,321.145075523597,164.149516444337,1,331043.69128140865,5.0932353274313185
76,77,CLEMENTI,3 ROOM,82,New Generation,57,440000.0,379 Clementi Ave 5,290,1.3179359,103.7677943,105.738166809643,836.722446350454,837.24600051152,522.976608360581,399.617647671837,521.93780445785,164.149516444337,3,411675.28122296225,-6.437436085690397
77,78,CLEMENTI,3 ROOM,68,Model A,94,570000.0,208b Clementi Ave 6,291,1.3213333,103.7629229,126.118848898884,1168.71413022033,577.491049761973,433.831328693785,699.680441754393,915.387491644685,164.149516444337,8,572266.2148148149,0.39758154645874655
78,79,CLEMENTI,3 ROOM,74,Model A,60,350000.0,612 Clementi West St 1,292,1.303383,103.7683654,110.731851995443,934.81006039805,502.214471253472,1062.79296717926,1230.57855928255,458.557824061797,164.149516444337,1,317743.2,-9.216228571428568
79,80,CLEMENTI,3 ROOM,82,New Generation,56,428000.0,607 Clementi West St 1,293,1.3042508,103.7677943,6.78319231554644,820.686097359526,592.191433313329,952.006685484167,1121.6587197779,396.295312674999,164.149516444337,3,353560.20952380955,-17.39247441032487
80,81,CLEMENTI,3 ROOM,67,New Generation,57,320000.0,714 Clementi West St 2,294,1.3041378,103.7618194,23.9460736824617,837.080447074574,454.377882793903,1014.2387699871,1182.69476775989,274.974750078503,164.149516444337,2,304148.8271604939,-4.953491512345663
81,82,CLEMENTI,4 ROOM,92,Model A,90,670000.0,421 Clementi Ave 1,295,1.3091484,103.7686997,110.456880938457,475.020808092654,440.676717910606,516.183596771135,647.535403734247,627.805798100844,164.149516444337,3,601933.8072556468,-10.159133245425851
82,83,CLEMENTI,4 ROOM,90,Model A,79,665000.0,457 Clementi Ave 3,296,1.311791,103.7672512,138.127159444337,279.637522317704,437.478866883822,211.970153350433,312.409934450798,346.337939022351,164.149516444337,2,661451.4068376068,-0.5336230319388267
83,84,CLEMENTI,4 ROOM,94,Model A,95,916888.0,440c Clementi Ave 3,297,1.3161638,103.7640373,159.054829008641,580.455195037458,657.151350159078,147.767947042511,137.093204570065,326.976766701181,164.149516444337,12,897740.5244444445,-2.088311282899934
84,85,CLEMENTI,4 ROOM,93,Model A,94,875000.0,312c Clementi Ave 4,298,1.3196155,103.7640882,41.3784069549763,961.264346260806,680.435586771723,530.432374583069,477.455123235202,708.509628622024,164.149516444337,8,852994.3779827259,-2.5149282305456166
85,86,CLEMENTI,4 ROOM,82,DBSS,91,823000.0,311c Clementi Ave 4,299,1.3199163,103.7657374,27.8890095828179,995.674031499847,768.564840021462,587.480121427425,498.851547718602,752.917583745165,164.149516444337,12,758336.0722458628,-7.857099362592612
86,87,CLEMENTI,4 ROOM,93,Model A,94,818000.0,208b Clementi Ave 6,300,1.3213333,103.7629229,126.118848898884,1168.71413022033,577.491049761973,433.831328693785,699.680441754393,915.387491644685,164.149516444337,8,673679.5428571429,-17.643087670275932
87,88,CLEMENTI,4 ROOM,93,Model A,94,770000.0,208b Clementi Ave 6,301,1.3213333,103.7629229,126.118848898884,1168.71413022033,577.491049761973,433.831328693785,699.680441754393,915.387491644685,164.149516444337,4,703351.8222222221,-8.655607503607518
88,89,CLEMENTI,4 ROOM,104,Model A,61,660000.0,118 Clementi St 13,302,1.3249363,103.7719595,555.65306371129,1739.43309609266,250.103445475358,937.45098866883,1295.75665928133,1183.10481197446,164.149516444337,5,581776.2406630407,-11.852084748024142
89,90,CLEMENTI,4 ROOM,104,Model A,61,570000.0,117 Clementi St 13,303,1.3245029,103.7715062,492.692390874135,1673.69758934363,249.690807119374,889.817727884169,1227.23475739089,1130.69942586518,164.149516444337,3,574485.1494949495,0.7868683324472799
90,91,CLEMENTI,4 ROOM,92,New Generation,55,417000.0,512 West Coast Dr,304,1.310001,103.7601899,114.394583526521,532.007114657664,233.112597861255,650.019285956559,751.360031570089,206.451623444503,164.149516444337,2,407888.9324460724,-2.184908286313573
91,92,CLEMENTI,5 ROOM,125,Improved,55,680000.0,413 C'wealth Ave West,305,1.311359225,103.7711107,265.104991203224,696.539915411197,764.08576681695,639.360330042653,673.287087671444,336.290025850472,164.149516444337,3,636455.6293880244,-6.403583913525816
92,93,CLEMENTI,5 ROOM,113,Improved,90,930000.0,416 Clementi Ave 1,306,1.3103778,103.7713251,247.755680427741,722.834405638551,752.740931601961,691.76764012945,749.982145279766,447.469711699928,164.149516444337,10,958380.1777777778,3.05163201911589
93,94,CLEMENTI,5 ROOM,117,Standard,55,650000.0,357 Clementi Ave 2,307,1.3133705,103.7694466,189.897723714968,573.715025988768,732.449121053731,452.716353956711,420.751961616813,190.416211545327,164.149516444337,3,611914.632034632,-5.85928737928738
94,95,CLEMENTI,5 ROOM,105,DBSS,91,918000.0,311c Clementi Ave 4,308,1.3199163,103.7657374,27.8890095828179,995.674031499847,768.564840021462,587.480121427425,498.851547718602,752.917583745165,164.149516444337,4,948990.0444444445,3.375821834906805
95,96,CLEMENTI,5 ROOM,119,Improved,56,618000.0,605 Clementi West St 1,309,1.3053474,103.7679754,124.47249129824,719.828013099822,521.159293553392,841.59689357436,1008.12063800319,448.25788179959,164.149516444337,4,604612.9629629629,-2.166187222821534
96,97,CLEMENTI,EXECUTIVE,150,Maisonette,62,868000.0,201 Clementi Ave 6,310,1.320232,103.7629963,173.91365269127,1046.81877300146,561.101795969728,554.272281124539,583.502057529391,793.674340769239,164.149516444337,2,817711.1111111111,-5.793650793650793
97,98,CLEMENTI,EXECUTIVE,149,Maisonette,61,920000.0,116 Clementi St 13,311,1.3245368,103.7722997,578.853555206679,1717.8523671809,191.993540598729,977.551888972049,1282.86567161512,1143.66424616162,164.149516444337,1,816477.6888888889,-11.252425120772944
98,99,JURONG WEST,3 ROOM,59,Improved,55,265000.0,187 Boon Lay Ave,413,1.3452524,103.7105477,242.341604587969,755.773999504743,858.568250070629,755.773697655532,887.181535015374,250.650861377639,164.149516444337,4,311354.31111111114,17.49219287211741
99,100,JURONG WEST,3 ROOM,59,Improved,52,277000.0,185 Boon Lay Ave,414,1.3465136,103.7109779,140.39769561326,897.905572422553,1006.86360441784,840.976396771049,1030.36642561471,248.48426262732,164.149516444337,5,313188.5827160494,13.064470294602671
100,101,JURONG WEST,3 ROOM,65,Improved,53,278000.0,211 Boon Lay Pl,415,1.3482673,103.7137579,188.335920502917,1241.61230389076,1015.36081938939,477.755936803195,884.216805422729,355.251964143296,164.149516444337,4,322512.6145898935,16.01173186686816
101,102,JURONG WEST,3 ROOM,65,Improved,53,295000.0,208 Boon Lay Pl,416,1.3471712,103.7145796,130.02953135976,1218.26614658111,868.936251895137,465.859878820301,743.325684246258,293.700185775402,164.149516444337,5,321253.7431748887,8.899573957589396
102,103,JURONG WEST,3 ROOM,67,New Generation,62,330000.0,484 Jurong West Ave 1,417,1.3481291,103.7262498,14.940524613769,357.997099093287,1236.99991369104,527.834159440422,660.480705088401,670.934747947609,164.149516444337,3,335618.83072742424,1.7026759780073453
103,104,JURONG WEST,3 ROOM,68,Model A,94,452000.0,697b Jurong West Ctrl 3,418,1.3406853,103.7083581,74.6881668725217,231.606975614042,301.839520694263,231.607000868019,344.237489752106,706.767069735077,164.149516444337,2,416358.8,-7.8852212389380565
104,105,JURONG WEST,3 ROOM,67,New Generation,62,370000.0,480 Jurong West St 41,419,1.3468209,103.7244394,56.1107557708486,493.827006059194,993.705464737872,769.643448320349,412.99427046484,737.086726061952,164.149516444337,4,340483.39406236087,-7.977461064226793
